Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2020-07-17 18:26:47,0,-0.220485,0.182426,-0.678175,0.676893,0.0
2020-07-17 18:26:47,10,-0.221691,0.184043,-0.678022,0.676215,0.0
2020-07-17 18:26:47,20,-0.221691,0.184503,-0.677988,0.676123,0.0
2020-07-17 18:26:47,31,-0.22186,0.184784,-0.677922,0.676057,0.0
2020-07-17 18:26:47,40,-0.222281,0.184821,-0.677726,0.676105,0.0
2020-07-17 18:26:47,50,-0.222835,0.184804,-0.677462,0.676192,0.0
2020-07-17 18:26:47,60,-0.223488,0.184741,-0.677117,0.67634,0.0
2020-07-17 18:26:47,70,-0.224353,0.184456,-0.676674,0.676574,0.0
2020-07-17 18:26:47,80,-0.225355,0.184102,-0.676139,0.676872,0.0
2020-07-17 18:26:47,90,-0.226322,0.183868,-0.675587,0.677164,0.0
2020-07-17 18:26:47,100,-0.227175,0.183781,-0.675073,0.677414,0.0
2020-07-17 18:26:47,111,-0.227984,0.183839,-0.674537,0.677662,0.0
2020-07-17 18:26:47,120,-0.228911,0.183826,-0.67395,0.677936,0.0
2020-07-17 18:26:47,130,-0.229884,0.183698,-0.673304,0.678283,0.0
2020-07-17 18:26:47,140,-0.23089,0.183529,-0.672632,0.678654,0.0
2020-07-17 18:26:47,150,-0.231888,0.183402,-0.671998,0.678976,0.0
2020-07-17 18:26:47,160,-0.232853,0.183329,-0.671425,0.679233,0.0
2020-07-17 18:26:47,170,-0.233822,0.183153,-0.6709,0.679466,0.0
2020-07-17 18:26:47,180,-0.234895,0.182838,-0.670325,0.679748,0.0
2020-07-17 18:26:47,191,-0.235945,0.182433,-0.669721,0.680088,0.0
2020-07-17 18:26:47,200,-0.236949,0.181991,-0.669064,0.680505,0.0
2020-07-17 18:26:47,210,-0.237911,0.181461,-0.668357,0.681005,0.0
2020-07-17 18:26:47,221,-0.238818,0.180885,-0.667626,0.681557,0.0
2020-07-17 18:26:47,230,-0.239602,0.180239,-0.666916,0.682148,0.0
2020-07-17 18:26:47,240,-0.240261,0.179406,-0.66627,0.682767,0.0
2020-07-17 18:26:47,250,-0.240867,0.178338,-0.665656,0.683432,0.0
2020-07-17 18:26:47,260,-0.241402,0.17707,-0.665115,0.6841,0.0
2020-07-17 18:26:47,270,-0.2416,0.175968,-0.664741,0.684677,0.0
2020-07-17 18:26:47,280,-0.241173,0.175223,-0.664672,0.685085,0.0
2020-07-17 18:26:47,291,-0.240232,0.174573,-0.664869,0.68539,0.0
2020-07-17 18:26:47,300,-0.238588,0.173971,-0.665434,0.68557,0.0
2020-07-17 18:26:47,310,-0.235653,0.173528,-0.666575,0.685589,0.0
2020-07-17 18:26:47,320,-0.231749,0.173076,-0.668176,0.685475,0.0
2020-07-17 18:26:47,330,-0.227138,0.172233,-0.670185,0.685269,0.0
2020-07-17 18:26:47,340,-0.221918,0.170666,-0.672553,0.685052,0.0
2020-07-17 18:26:47,350,-0.216065,0.167853,-0.675304,0.684912,0.0
2020-07-17 18:26:47,361,-0.209277,0.164364,-0.678511,0.684696,0.0
2020-07-17 18:26:47,370,-0.201329,0.160601,-0.682149,0.684358,0.0
2020-07-17 18:26:47,380,-0.192197,0.156536,-0.686153,0.683922,0.0
2020-07-17 18:26:47,390,-0.182022,0.152111,-0.690321,0.68351,0.0
2020-07-17 18:26:47,400,-0.170594,0.147559,-0.694525,0.683197,0.0
2020-07-17 18:26:47,410,-0.157786,0.143154,-0.698649,0.683007,0.0
2020-07-17 18:26:47,420,-0.143554,0.138977,-0.702455,0.683106,0.0
2020-07-17 18:26:47,430,-0.128271,0.134948,-0.705762,0.683545,0.0
2020-07-17 18:26:47,441,-0.112217,0.130806,-0.70845,0.684393,0.0
2020-07-17 18:26:47,450,-0.095287,0.126487,-0.710386,0.685764,0.0
2020-07-17 18:26:47,460,-0.077634,0.122086,-0.71148,0.687651,0.0
2020-07-17 18:26:47,470,-0.059708,0.117417,-0.711596,0.690128,0.0
2020-07-17 18:26:47,480,-0.041765,0.112466,-0.710561,0.693332,0.0
2020-07-17 18:26:48,490,-0.023743,0.107764,-0.708483,0.697046,0.0
2020-07-17 18:26:48,500,-0.005598,0.10369,-0.705417,0.701143,0.0
2020-07-17 18:26:48,510,0.012649,0.100845,-0.701428,0.705456,0.0
2020-07-17 18:26:48,521,0.030962,0.099271,-0.696523,0.709958,0.0
2020-07-17 18:26:48,530,0.04954,0.098877,-0.690847,0.714491,0.0
2020-07-17 18:26:48,540,0.068584,0.09991,-0.684387,0.718977,0.0
2020-07-17 18:26:48,550,0.088253,0.102641,-0.676966,0.723458,0.0
2020-07-17 18:26:48,560,0.108587,0.106993,-0.668563,0.727862,0.0
2020-07-17 18:26:48,570,0.129921,0.113374,-0.659004,0.732105,0.0
