,39,-76
12918185,15,-78
12918186,39,-86
12918187,39,-87
12918188,39,-61
12918189,39,-79
12918190,39,-87
12918191,39,-68
12918192,39,-78
12918193,6,-89
12918194,6,-80
12918195,6,-97
12918196,6,-84
12918197,6,-81
12918198,80,-81
12918199,80,-72
12918200,80,-72
12918201,80,-85
12918202,15,-69
12918203,15,-76
12918204,39,-72
12918205,39,-84
12918206,39,-74
12918207,39,-61
12918208,39,-80
12918209,39,-95
12918210,6,-75
12918211,6,-88
12918212,6,-70
12918213,80,-83
12918214,80,-77
12918215,80,-77
12918216,80,-84
12918217,80,-94
12918218,15,-75
12918219,15,-81
12918220,39,-78
12918221,39,-61
12918222,39,-80
12918223,39,-84
12918224,39,-90
12918225,6,-89
12918226,80,-78
12918227,15,-64
12918228,15,-86
12918229,39,-75
12918230,39,-78
12918231,39,-68
12918232,39,-96
12918233,39,-98
12918234,6,-91
12918235,6,-86
12918236,6,-75
12918237,80,-87
12918238,80,-83
12918239,80,-67
12918240,80,-82
12918241,80,-82
12918242,80,-75
12918243,15,-65
12918244,15,-85
12918245,39,-69
12918246,39,-85
12918247,39,-79
12918248,39,-68
12918249,39,-89
12918250,6,-84
12918251,6,-90
12918252,6,-72
12918253,6,-76
12918254,80,-88
12918255,80,-70
12918256,80,-91
12918257,80,-80
12918258,15,-78
12918259,39,-72
12918260,39,-85
12918261,39,-90
12918262,39,-69
12918263,39,-98
12918264,80,-93
12918265,6,-89
12918266,6,-84
12918267,80,-78
12918268,80,-94
12918269,80,-93
12918270,15,-84
12918271,39,-80
12918272,39,-84
12918273,39,-69
12918274,39,-76
12918275,6,-86
12918276,6,-75
12918277,6,-91
12918278,6,-74
12918279,80,-63
12918280,80,-88
12918281,80,-81
12918282,80,-87
12918283,80,-92
12918284,15,-80
12918285,39,-76
12918286,39,-88
12918287,39,-79
12918288,39,-77
12918289,39,-69
12918290,39,-60
12918291,39,-94
12918292,6,-90
12918293,6,-69
12918294,6,-90
12918295,80,-76
12918296,80,-84
12918297,80,-84
12918298,80,-74
12918299,15,-82
12918300,15,-86
12918301,39,-79
12918302,39,-91
12918303,39,-88
12918304,39,-82
12918305,39,-87
12918306,39,-93
12918307,6,-88
12918308,6,-85
12918309,6,-77
12918310,80,-80
12918311,80,-77
12918312,80,-89
12918313,80,-93
12918314,80,-92
12918315,15,-64
12918316,15,-85
12918317,39,-69
12918318,39,-83
12918319,39,-91
12918320,39,-95
12918321,39,-77
12918322,80,-95
12918323,80,-88
12918324,15,-65
12918325,39,-67
12918326,39,-69
12918327,39,-93
12918328,80,-78
12918329,39,-94
12918330,39,-84
12918331,6,-77
12918332,6,-71
12918333,6,-84
12918334,80,-86
12918335,80,-64
12918336,80,-74
12918337,80,-82
12918338,80,-86
12918339,15,-85
12918340,15,-79
12918341,39,-61
12918342,39,-82
12918343,39,-85
12918344,6,-69
12918345,6,-83
12918346,6,-87
12918347,80,-98
12918348,80,-92
12918349,80,-75
12918350,80,-90
12918351,15,-66
12918352,15,-69
12918353,39,-68
12918354,6,-99
12918355,6,-77
12918356,80,-86
12918357,80,-70
12918358,80,-91
12918359,15,-68
12918360,15,-85
12918361,39,-84
12918362,39,-83
12918363,39,-77
12918364,39,-77
12918365,6,-74
12918366,6,-88
12918367,6,-85
12918368,80,-70
12918369,80,-82
12918370,80,-83
12918371,15,-71
12918372,15,-85
12918373,39,-87
12918374,6,-84
12918375,6,-70
12918376,6,-90
12918377,6,-95
12918378,80,-78
12918379,80,-80
12918380,15,-78
12918381,15,-65
12918382,39,-66
12918383,6,-75
12918384,6,-96
12918385,6,-87
12918386,80,-79
12918387,80,-98
12918388,80,-75
12918389,15,-70
12918390,15,-73
12918391,80,-93
12918392,39,-83
12918393,39,-72
12918394,39,-74
12918395,39,-72
12918396,39,-62
12918397,80,-93
12918398,15,-65
1291839
