-92
12894285,39,-90
12894286,96,-72
12894287,6,-72
12894288,6,-88
12894289,80,-81
12894290,80,-85
12894291,80,-75
12894292,15,-86
12894293,15,-87
12894294,15,-80
12894295,39,-91
12894296,39,-90
12894297,39,-87
12894298,39,-93
12894299,96,-96
12894300,96,-73
12894301,39,-85
12894302,6,-84
12894303,6,-76
12894304,80,-95
12894305,80,-86
12894306,80,-103
12894307,15,-81
12894308,15,-68
12894309,39,-77
12894310,39,-98
12894311,39,-77
12894312,39,-87
12894313,96,-82
12894314,6,-87
12894315,6,-71
12894316,80,-93
12894317,15,-89
12894318,15,-77
12894319,15,-75
12894320,39,-83
12894321,39,-75
12894322,39,-88
12894323,96,-76
12894324,6,-84
12894325,6,-79
12894326,80,-84
12894327,80,-92
12894328,15,-68
12894329,39,-77
12894330,39,-79
12894331,96,-92
12894332,6,-81
12894333,6,-85
12894334,6,-85
12894335,80,-93
12894336,15,-78
12894337,15,-78
12894338,39,-72
12894339,39,-74
12894340,39,-83
12894341,39,-81
12894342,96,-72
12894343,6,-94
12894344,39,-83
12894345,80,-87
12894346,15,-70
12894347,15,-85
12894348,15,-78
12894349,39,-89
12894350,39,-83
12894351,39,-85
12894352,96,-83
12894353,96,-97
12894354,15,-78
12894355,15,-77
12894356,39,-98
12894357,39,-81
12894358,39,-84
12894359,39,-71
12894360,39,-95
12894361,39,-80
12894362,6,-99
12894363,6,-78
12894364,6,-74
12894365,39,-96
12894366,15,-86
12894367,15,-64
12894368,96,-87
12894369,6,-74
12894370,6,-70
12894371,80,-85
12894372,80,-92
12894373,80,-80
12894374,39,-86
12894375,39,-74
12894376,39,-83
12894377,39,-88
12894378,39,-96
12894379,39,-93
12894380,80,-87
12894381,6,-81
12894382,6,-94
12894383,6,-88
12894384,6,-90
12894385,80,-100
12894386,80,-93
12894387,80,-80
12894388,80,-90
12894389,39,-97
12894390,39,-87
12894391,39,-90
12894392,39,-83
12894393,39,-74
12894394,96,-79
12894395,6,-77
12894396,80,-80
12894397,80,-97
12894398,15,-67
12894399,15,-90
12894400,15,-87
12894401,39,-71
12894402,39,-87
12894403,39,-77
12894404,39,-80
12894405,39,-76
12894406,96,-81
12894407,96,-86
12894408,6,-82
12894409,80,-98
12894410,80,-92
12894411,15,-77
12894412,15,-100
12894413,39,-88
12894414,39,-97
12894415,96,-83
12894416,6,-73
12894417,6,-84
12894418,6,-89
12894419,6,-74
12894420,80,-93
12894421,80,-87
12894422,80,-90
12894423,80,-95
12894424,15,-81
12894425,15,-72
12894426,39,-73
12894427,80,-80
12894428,39,-78
12894429,96,-90
12894430,80,-70
12894431,6,-76
12894432,6,-84
12894433,6,-84
12894434,80,-78
12894435,80,-98
12894436,80,-96
12894437,15,-84
12894438,15,-77
12894439,39,-85
12894440,15,-76
12894441,15,-90
12894442,39,-78
12894443,39,-89
12894444,39,-86
12894445,96,-88
12894446,6,-92
12894447,6,-78
12894448,6,-67
12894449,80,-92
12894450,15,-70
12894451,15,-84
12894452,39,-83
12894453,39,-79
12894454,39,-98
12894455,96,-76
12894456,96,-93
12894457,6,-87
12894458,6,-82
12894459,6,-96
12894460,80,-78
12894461,80,-83
12894462,15,-86
12894463,15,-86
12894464,39,-77
12894465,39,-79
12894466,6,-71
12894467,6,-78
12894468,6,-77
12894469,80,-79
12894470,80,-95
12894471,15,-92
12894472,39,-90
12894473,39,-89
12894474,39,-69
12894475,39,-98
12894476,39,-81
12894477,39,-85
12894478,96,-81
12894479,6,-85
12894480,6,-90
12894481,80,-76
12894482,80,-94
12894483,80,-92
12894484,80,-82
12894485,80,-71
12894486,80,-74
12894487,80,-81
12894488,15,-84
12894489,15,-87
12894490,15,-77
12894491,39,-93
12894492,39,-85
12894493,39,-83
12894494,6,-76
12894495,6,-91
12894496,6,-80
12894497,80,-83
12894498,80,-95
12894499,80,-83
12894500,80,-83
12894501,15,-67
12894502,15,-68
12894503,39,-75
12894504,39,-72
12894505,96,-84
12894506,6,-73
12894507,80,-93
12894508,80,-89
12894509,80,-84
12894510,80,-81
12894511,15,-83
12894512,15,-65
12894513,15,-73
12894514,39,-97
12894515,39,-72
12894516,6,-80
12894517,80,-86
12894518,80,-70
12894519,80,-88
12894520,80,-90
12894521,80,-83
12894522,80,-89
12894523,15,-74
12894524,15,-89
12894525,15,-66
12894526,39,-73
12894527,39,-91
12894528,96,-89
12894529,96,-100
12894530,6,-86
12894531,6,-88
12894532,80,-82
12894533,80,-81
12894534,80,-83
12894535,15,-68
12894536,15,-86
12894537,39,-90
12894538,39,-98
12894539,39,-82
12894540,39,-87
12894541,39,-89
12894542,39,-86
12894543,39,-89
12894544,96,-78
12894545,6,-79
12894546,6,-83
12894547,80,-85
12894548,80,-78
12894549,80,-81
12894550,80,-87
12894551,80,-96
12894552,80,-68
12894553,15,-69
12894554,15,-91
12894555,39,-75
12894556,39,-78
12894557,39,-88
12894558,39,-97
12894559,6,-95
12894560,6,-77
12894561,6,-71
12894562,6,-80
12894563,15,-79
12894564,15,-70
12894565,39,-76
12894566,39,-70
12894567,39,-98
12894568,96,-85
12894569,6,-70
12894570,6,-78
12894571,6,-85
12894572,80,-83
12894573,80,-97
12894574,80,-99
12894575,15,-82
12894576,39,-77
12894577,39,-86
12894578,39,-88
12894579,96,-97
12894580,96,-87
12894581,6,-73
12894582,6,-74
12894583,6,-96
12894584,80,-83
12894585,80,-88
12894586,80,-90
12894587,15,-67
12894588,15,-74
12894589,15,-84
12894590,39,-88
12894591,39,-76
12894592,39,-76
12894593,39,-95
12894594,39,-95
12894595,39,-73
12894596,96,-76
12894597,96,-81
12894598,6,-73
12894599,6,-74
12894600,80,-79
12894601,80,-86
12894602,15,-65
12894603,15,-67
12894604,15,-89
12894605,80,-88
12894606,39,-94
12894607,39,-76
12894608,39,-87
12894609,96,-87
12894610,96,-89
12894611,6,-77
12894612,6,-73
12894613,6,-85
12894614,80,-77
12894615,80,-82
12894616,15,-69
12894617,15,-78
12894618,15,-99
12894619,39,-77
12894620,39,-74
12894621,39,-100
12894622,39,-70
12894623,96,-86
12894624,96,-81
12894625,6,-72
12894626,6,-90
12894627,6,-72
12894628,80,-79
12894629,80,-85
12894630,80,-105
12894631,80,-89
12894632,80,-87
12894633,15,-91
12894634,15,-71
12894635,39,-76
12894636,39,-89
12894637,39,-92
12894638,39,-87
12894639,39,-88
12894640,39,-86
12894641,39,-87
12894642,39,-88
12894643,39,-84
12894644,6,-82
12894645,6,-82
12894646,6,-74
12894647,80,-89
12894648,15,-71
12894649,15,-97
12894650,15,-78
12894651,39,-83
12894652,39,-85
12894653,39,-73
12894654,39,-96
12894655,96,-73
12894656,96,-79
12894657,15,-90
12894658,6,-75
12894659,6,-74
12894660,15,-77
12894661,15,-72
12894662,39,-87
12894663,39,-98
12894664,39,-95
12894665,96,-71
12894666,6,-73
12894667,6,-80
12894668,6,-95
12894669,80,-94
12894670,80,-73
12894671,80,-93
12894672,80,-89
12894673,15,-70
12894674,15,-79
12894675,15,-86
12894676,39,-88
12894677,39,-73
12894678,96,-75
12894679,96,-90
12894680,6,-72
12894681,6,-67
12894682,15,-74
12894683,15,-84
12894684,39,-89
12894685,39,-83
12894686,6,-85
12894687,6,-77
12894688,80,-78
12894689,80,-86
12894690,80,-72
12894691,80,-91
12894692,15,-63
12894693,15,-69
12894694,39,-78
12894695,96,-90
12894696,6,-84
12894697,6,-82
12894698,80,-70
12894699,80,-86
12894700,80,-82
12894701,80,-62
12894702,80,-86
12894703,15,-90
12894704,80,-86
12894705,39,-86
12894706,39,-94
12894707,39,-87
