5,39,-88
12871516,39,-100
12871517,96,-79
12871518,6,-93
12871519,6,-81
12871520,6,-74
12871521,93,-76
12871522,80,-86
12871523,80,-91
12871524,80,-72
12871525,80,-78
12871526,15,-74
12871527,80,-96
12871528,80,-84
12871529,39,-78
12871530,39,-76
12871531,39,-59
12871532,39,-77
12871533,39,-82
12871534,39,-84
12871535,96,-78
12871536,6,-79
12871537,93,-99
12871538,93,-71
12871539,6,-78
12871540,80,-87
12871541,80,-86
12871542,15,-82
12871543,15,-92
12871544,39,-85
12871545,39,-84
12871546,39,-98
12871547,39,-98
12871548,80,-88
12871549,39,-88
12871550,39,-79
12871551,96,-63
12871552,93,-86
12871553,6,-76
12871554,80,-82
12871555,80,-95
12871556,15,-70
12871557,15,-89
12871558,39,-83
12871559,39,-85
12871560,39,-78
12871561,39,-85
12871562,93,-102
12871563,6,-73
12871564,80,-75
12871565,80,-84
12871566,80,-77
12871567,15,-70
12871568,80,-87
12871569,15,-91
12871570,6,-75
12871571,6,-73
12871572,93,-68
12871573,6,-81
12871574,15,-93
12871575,80,-72
12871576,15,-87
12871577,39,-62
12871578,96,-82
12871579,93,-73
12871580,6,-95
12871581,6,-80
12871582,80,-68
12871583,80,-97
12871584,15,-79
12871585,80,-79
12871586,15,-81
12871587,39,-84
12871588,96,-60
12871589,93,-85
12871590,6,-93
12871591,6,-93
12871592,6,-83
12871593,6,-70
12871594,6,-90
12871595,80,-87
12871596,39,-76
12871597,39,-72
12871598,39,-81
12871599,93,-72
12871600,6,-85
12871601,6,-85
12871602,6,-100
12871603,6,-74
12871604,6,-78
12871605,80,-91
12871606,80,-85
12871607,80,-83
12871608,15,-69
12871609,39,-87
12871610,39,-77
12871611,39,-80
12871612,39,-87
12871613,39,-63
12871614,39,-97
12871615,39,-96
12871616,96,-90
12871617,6,-81
12871618,6,-74
12871619,93,-96
12871620,93,-68
12871621,80,-94
12871622,80,-101
12871623,80,-97
12871624,15,-73
12871625,15,-92
12871626,39,-98
12871627,39,-89
12871628,39,-88
12871629,39,-90
12871630,39,-98
12871631,96,-89
12871632,93,-76
12871633,6,-73
12871634,6,-80
12871635,6,-86
12871636,80,-84
12871637,80,-89
12871638,80,-93
12871639,15,-72
12871640,15,-77
12871641,39,-87
12871642,39,-65
12871643,39,-81
12871644,39,-96
12871645,39,-88
12871646,96,-62
12871647,6,-91
12871648,93,-81
12871649,6,-82
12871650,80,-88
12871651,80,-80
12871652,80,-93
12871653,80,-96
12871654,15,-74
12871655,15,-81
12871656,39,-82
12871657,39,-84
12871658,39,-82
12871659,39,-73
12871660,39,-95
12871661,39,-84
12871662,96,-97
12871663,6,-78
12871664,93,-67
12871665,6,-69
12871666,80,-88
12871667,80,-95
12871668,80,-80
12871669,80,-71
12871670,80,-94
12871671,15,-90
12871672,15,-72
12871673,39,-75
12871674,39,-94
12871675,39,-98
12871676,39,-79
12871677,39,-81
12871678,96,-83
12871679,93,-73
12871680,6,-80
12871681,80,-88
12871682,80,-96
12871683,80,-77
12871684,80,-89
12871685,80,-89
12871686,15,-66
12871687,15,-72
12871688,96,-61
12871689,93,-69
12871690,6,-85
12871691,93,-93
12871692,6,-92
12871693,6,-73
12871694,6,-77
12871695,80,-71
12871696,80,-80
12871697,80,-73
12871698,15,-90
12871699,15,-87
12871700,39,-91
12871701,39,-93
12871702,39,-86
12871703,39,-64
12871704,93,-84
12871705,93,-82
12871706,6,-74
12871707,6,-69
12871708,6,-75
12871709,6,-81
12871710,80,-79
12871711,80,-85
12871712,15,-62
12871713,15,-73
12871714,39,-96
12871715,39,-96
12871716,96,-92
12871717,93,-93
12871718,93,-70
12871719,6,-68
12871720,6,-94
12871721,6,-90
12871722,15,-75
12871723,39,-78
12871724,39,-68
12871725,39,-78
12871726,39,-88
12871727,96,-73
12871728,93,-77
12871729,6,-83
12871730,6,-77
12871731,6,-78
12871732,93,-100
12871733,80,-79
12871734,80,-97
12871735,80,-90
12871736,80,-90
12871737,80,-83
12871738,15,-79
12871739,15,-75
12871740,96,-74
12871741,6,-81
12871742,6,-85
12871743,93,-86
12871744,6,-90
12871745,6,-76
12871746,93,-79
12871747,80,-75
12871748,80,-74
12871749,80,-85
12871750,80,-80
12871751,15,-84
12871752,15,-81
12871753,39,-86
12871754,39,-60
12871755,39,-74
12871756,6,-88
12871757,6,-88
12871758,6,-86
12871759,93,-76
12871760,93,-93
12871761,80,-95
12871762,80,-95
12871763,80,-82
12871764,80,-97
12871765,80,-89
12871766,80,-82
12871767,15,-67
12871768,15,-88
12871769,39,-91
12871770,39,-78
12871771,39,-87
12871772,39,-83
12871773,39,-80
12871774,39,-79
12871775,39,-84
12871776,39,-88
12871777,96,-76
12871778,93,-78
12871779,93,-87
12871780,6,-80
12871781,6,-87
12871782,80,-90
12871783,80,-76
12871784,80,-88
