2948349,80,-79
12948350,80,-79
12948351,15,-81
12948352,15,-80
12948353,6,-86
12948354,6,-69
12948355,6,-93
12948356,15,-62
12948357,15,-70
12948358,15,-93
12948359,6,-75
12948360,15,-68
12948361,6,-92
12948362,6,-68
12948363,80,-77
12948364,15,-75
12948365,15,-85
12948366,15,-94
12948367,6,-80
12948368,6,-90
12948369,15,-83
12948370,15,-86
12948371,6,-84
12948372,6,-79
12948373,6,-92
12948374,6,-71
12948375,80,-96
12948376,15,-74
12948377,15,-94
12948378,15,-61
12948379,6,-70
12948380,6,-73
12948381,6,-92
12948382,6,-75
12948383,15,-65
12948384,15,-66
12948385,6,-85
12948386,6,-70
12948387,80,-83
12948388,15,-85
12948389,15,-62
12948390,80,-86
12948391,6,-72
12948392,6,-80
12948393,80,-98
12948394,80,-93
12948395,15,-79
12948396,15,-66
12948397,6,-74
12948398,6,-79
12948399,80,-85
12948400,80,-79
12948401,15,-70
12948402,15,-75
12948403,6,-75
12948404,6,-80
12948405,6,-83
12948406,80,-82
12948407,80,-93
12948408,15,-65
12948409,15,-81
12948410,6,-92
12948411,6,-84
12948412,6,-79
12948413,6,-79
12948414,6,-80
12948415,80,-91
12948416,80,-99
12948417,80,-86
12948418,15,-62
12948419,15,-86
12948420,6,-93
12948421,6,-80
12948422,6,-79
12948423,80,-78
12948424,15,-66
12948425,15,-81
12948426,6,-68
12948427,6,-79
12948428,80,-91
12948429,80,-101
12948430,80,-91
12948431,15,-67
12948432,6,-86
12948433,6,-88
12948434,6,-93
12948435,6,-82
12948436,80,-84
12948437,80,-84
12948438,15,-81
12948439,15,-79
12948440,6,-72
12948441,6,-80
12948442,6,-82
12948443,80,-89
12948444,80,-81
12948445,15,-87
12948446,15,-83
12948447,6,-94
12948448,6,-85
12948449,80,-89
12948450,80,-90
12948451,15,-65
12948452,15,-82
12948453,6,-67
12948454,6,-77
12948455,6,-76
12948456,80,-84
12948457,80,-98
12948458,15,-84
12948459,6,-80
12948460,6,-88
12948461,80,-77
12948462,15,-61
12948463,15,-73
12948464,6,-88
12948465,6,-83
12948466,6,-87
12948467,6,-93
12948468,80,-83
12948469,6,-71
12948470,6,-78
12948471,6,-66
12948472,6,-82
12948473,6,-92
12948474,6,-97
12948475,80,-82
12948476,15,-80
12948477,15,-74
12948478,15,-62
12948479,6,-78
12948480,6,-91
12948481,6,-89
12948482,80,-86
12948483,6,-78
12948484,6,-85
12948485,6,-89
12948486,80,-84
12948487,15,-83
12948488,15,-76
12948489,15,-71
12948490,6,-75
12948491,6,-88
12948492,6,-69
12948493,6,-93
12948494,6,-95
12948495,15,-83
12948496,6,-78
12948497,6,-84
12948498,6,-75
12948499,80,-90
12948500,15,-100
12948501,15,-67
12948502,6,-85
12948503,6,-84
12948504,15,-83
12948505,6,-94
12948506,6,-83
12948507,6,-78
12948508,6,-74
12948509,80,-91
12948510,80,-99
12948511,15,-83
12948512,6,-78
12948513,6,-79
12948514,6,-83
12948515,15,-76
12948516,15,-70
12948517,6,-72
12948518,6,-78
12948519,6,-96
12948520,6,-70
12948521,80,-85
12948522,80,-100
12948523,6,-85
12948524,6,-91
12948525,80,-77
12948526,15,-75
12948527,15,-83
12948528,15,-86
12948529,6,-96
12948530,6,-73
12948531,6,-87
12948532,6,-94
12948533,6,-79
12948534,80,-85
12948535,15,-65
12948536,15,-66
12948537,6,-80
12948538,6,-80
12948539,6,-86
12948540,6,-82
12948541,80,-83
12948542,15,-84
12948543,6,-70
12948544,6,-90
12948545,6,-75
12948546,6,-91
12948547,6,-92
12948548,6,-79
12948549,80,-85
12948550,80,-97
12948551,15,-66
12948552,15,-66
12948553,6,-79
12948554,6,-84
12948555,6,-84
12948556,6,-97
12948557,6,-94
12948558,80,-92
12948559,80,-84
12948560,15,-62
12948561,15,-73
12948562,15,-84
12948563,6,-97
12948564,6,-85
12948565,6,-100
12948566,6,-99
12948567,80,-83
12948568,15,-83
12948569,6,-85
12948570,6,-84
12948571,6,-78
12948572,6,-76
12948573,6,-89
12948574,15,-84
12948575,15,-75
12948576,15,-86
12948577,80,-92
12948578,6,-73
12948579,6,-69
12948580,6,-79
12948581,6,-94
12948582,80,-76
12948583,80,-80
12948584,80,-88
12948585,6,-91
12948586,6,-93
12948587,6,-69
12948588,6,-70
12948589,6,-73
12948590,80,-86
12948591,80,-95
12948592,15,-83
12948593,15,-75
12948594,15,-73
12948595,6,-69
12948596,80,-81
12948597,15,-70
12948598,6,-75
12948599,6,-93
12948600,6,-77
12948601,6,-74
12948602,6,-76
12948603,80,-84
12948604,15,-85
12948605,15,-61
12948606,15,-84
12948607,6,-73
12948608,6,-100
12948609,6,-80
12948610,80,-88
12948611,80,-82
12948612,15,-71
12948613,6,-76
12948614,6,-80
12948615,6,-78
12948616,6,-84
12948617,80,-96
12948618,15,-76
12948619,15,-92
12948620,15,-74
