Timestamp,Milliseconds,X,Y,Z
2020-07-01 23:24:47,3,1.1181264,1.6089526,9.5794935
2020-07-01 23:24:47,11,1.3551595,1.4676905,9.550762
2020-07-01 23:24:47,21,1.2905141,1.5562786,9.613013
2020-07-01 23:24:47,31,1.2186859,1.664021,9.593859
2020-07-01 23:24:47,41,1.1971374,1.7262721,9.555551
2020-07-01 23:24:47,52,1.2258687,1.7550035,9.584282
2020-07-01 23:24:47,61,1.3024855,1.7478206,9.641745
2020-07-01 23:24:47,71,1.3431882,1.6759924,9.634562
2020-07-01 23:24:47,81,1.3862851,1.5443072,9.601042
2020-07-01 23:24:47,91,1.3695252,1.5227587,9.593859
2020-07-01 23:24:47,101,1.2809371,1.5586729,9.5483675
2020-07-01 23:24:47,111,1.2402344,1.611347,9.555551
2020-07-01 23:24:47,122,1.2138973,1.664021,9.560339
2020-07-01 23:24:47,131,1.2162915,1.6688095,9.541185
2020-07-01 23:24:47,141,1.1971374,1.6281068,9.466963
2020-07-01 23:24:47,151,1.2043202,1.6352897,9.481328
2020-07-01 23:24:47,161,1.2402344,1.664021,9.586677
2020-07-01 23:24:47,171,1.23784,1.6879637,9.591465
2020-07-01 23:24:47,182,1.2929084,1.690358,9.545974
2020-07-01 23:24:47,191,1.3623424,1.637684,9.505271
2020-07-01 23:24:47,201,1.3982565,1.5538844,9.469357
2020-07-01 23:24:47,211,1.3455825,1.5610672,9.483723
2020-07-01 23:24:47,221,1.2785428,1.673598,9.498088
2020-07-01 23:24:47,231,1.1229149,2.0064023,9.553157
2020-07-01 23:24:47,241,1.3455825,1.8172545,9.565128
2020-07-01 23:24:47,252,1.4868447,1.6017698,9.416683
2020-07-01 23:24:47,261,1.4389591,1.7645805,9.464568
2020-07-01 23:24:47,271,1.3791022,1.7957062,9.646533
2020-07-01 23:24:47,282,1.3814965,1.5754328,9.727939
2020-07-01 23:24:47,291,1.4341706,1.4078336,9.584282
2020-07-01 23:24:47,301,1.4341706,1.4964218,9.538791
2020-07-01 23:24:47,311,1.3096683,1.6544439,9.613013
2020-07-01 23:24:48,321,1.1708003,1.7717633,9.613013
2020-07-01 23:24:48,331,1.1157321,1.7502149,9.651321
2020-07-01 23:24:48,341,1.1731946,1.6592325,9.629773
2020-07-01 23:24:48,351,1.2402344,1.5443072,9.4095
2020-07-01 23:24:48,362,1.3168511,1.5778271,9.39274
2020-07-01 23:24:48,371,1.3096683,1.6257126,9.416683
2020-07-01 23:24:48,381,1.3000913,1.6879637,9.507666
2020-07-01 23:24:48,391,1.2522057,1.6592325,9.550762
2020-07-01 23:24:48,401,1.2210802,1.6496553,9.562734
2020-07-01 23:24:48,411,1.2809371,1.6520497,9.560339
2020-07-01 23:24:48,421,1.2785428,1.6664152,9.593859
2020-07-01 23:24:48,432,1.2665714,1.6975409,9.553157
2020-07-01 23:24:48,441,1.2857256,1.6927522,9.608225
2020-07-01 23:24:48,451,1.2929084,1.6759924,9.601042
2020-07-01 23:24:48,461,1.3264283,1.6879637,9.603436
2020-07-01 23:24:48,472,1.3144568,1.7047237,9.63935
2020-07-01 23:24:48,481,1.2761484,1.6975409,9.634562
2020-07-01 23:24:48,491,1.2665714,1.664021,9.562734
2020-07-01 23:24:48,501,1.3024855,1.664021,9.62259
2020-07-01 23:24:48,511,1.2641771,1.6999351,9.617802
2020-07-01 23:24:48,521,1.2402344,1.7430321,9.608225
2020-07-01 23:24:48,531,1.297697,1.664021,9.63935
2020-07-01 23:24:48,542,1.3096683,1.5634614,9.557945
2020-07-01 23:24:48,551,1.3120626,1.5227587,9.4142885
2020-07-01 23:24:48,561,1.3312168,1.5562786,9.454991
2020-07-01 23:24:48,571,1.2522057,1.5969813,9.466963
2020-07-01 23:24:48,581,1.201926,1.6137413,9.471751
2020-07-01 23:24:48,591,1.1396748,1.5921928,9.486116
2020-07-01 23:24:48,601,1.1253091,1.5921928,9.450203
2020-07-01 23:24:48,612,1.1731946,1.5921928,9.502876
2020-07-01 23:24:48,621,1.175589,1.637684,9.440625
2020-07-01 23:24:48,631,1.2522057,1.6281068,9.387952
2020-07-01 23:24:48,642,1.2402344,1.6496553,9.486116
2020-07-01 23:24:48,651,1.2162915,1.7023294,9.507666
2020-07-01 23:24:48,661,1.2569942,1.7119064,9.565128
2020-07-01 23:24:48,671,1.2857256,1.690358,9.615408
2020-07-01 23:24:48,682,1.3096683,1.6999351,9.553157
2020-07-01 23:24:48,691,1.3048798,1.7382435,9.565128
2020-07-01 23:24:48,701,1.350371,1.7430321,9.615408
2020-07-01 23:24:48,712,1.3886794,1.7454263,9.615408
2020-07-01 23:24:48,721,1.4174107,1.7047237,9.632168
2020-07-01 23:24:48,731,1.4389591,1.6831752,9.670476
2020-07-01 23:24:48,742,1.4221992,1.6831752,9.62259
2020-07-01 23:24:48,751,1.472479,1.6999351,9.629773
2020-07-01 23:24:48,761,1.4485363,1.7573977,9.617802
2020-07-01 23:24:48,771,1.4198049,1.7813405,9.644139
2020-07-01 23:24:48,781,1.4006507,1.7502149,9.684841
2020-07-01 23:24:48,791,1.3575538,1.6951466,9.624985
2020-07-01 23:24:48,802,1.3671309,1.6281068,9.586677
2020-07-01 23:24:48,811,1.333611,1.6017698,9.505271
2020-07-01 23:24:48,821,1.3072741,1.5969813,9.423865
2020-07-01 23:24:48,832,1.3216397,1.6281068,9.4932995
2020-07-01 23:24:48,841,1.2905141,1.6975409,9.5483675
2020-07-01 23:24:48,852,1.211503,1.6592325,9.534002
2020-07-01 23:24:48,861,1.1779832,1.5826156,9.567522
2020-07-01 23:24:48,871,1.201926,1.541913,9.57231
2020-07-01 23:24:48,882,1.2138973,1.5754328,9.514848
2020-07-01 23:24:48,891,1.2474172,1.6185298,9.47654
2020-07-01 23:24:48,901,1.2641771,1.6496553,9.507666
2020-07-01 23:24:48,912,1.2641771,1.6616267,9.464568
2020-07-01 23:24:48,921,1.2785428,1.6281068,9.47654
2020-07-01 23:24:48,931,1.2881198,1.5538844,9.58907
2020-07-01 23:24:48,942,1.2522057,1.5634614,9.510059
2020-07-01 23:24:48,951,1.2785428,1.5610672,9.486116
2020-07-01 23:24:48,961,1.2881198,1.5802214,9.562734
2020-07-01 23:24:48,972,1.3312168,1.6305012,9.435837
2020-07-01 23:24:48,981,1.3048798,1.6831752,9.486116
